"name","layout","mana_cost","cmc","colors","color_identity","names","type","supertypes","subtypes","types","rarity","text","flavor","artist","number","power","toughness","loyalty","multiverse_id","variations","watermark","border","timeshifted","hand","life","release_date","starter","printings","original_text","original_type","source","image_url","set","set_name","id","legalities","rulings","foreign_names"
"Rakdos Guildgate","normal","","0.0","[]","['B', 'R']","","Land — Gate","[]","['Gate']","['Land']","Common","Rakdos Guildgate enters the battlefield tapped.
{T}: Add {B} or {R}.","""My servants take pains for your pleasure, and take pleasure in your pain!""
—Rakdos","Jonas De Ro","255","","","","457399","['7b8bf1e4-4342-59bb-8e31-fcf2ab98d57e']","rakdos","","","","","","","['C13', 'C17', 'DGM', 'MM3', 'RNA', 'RTR']","Rakdos Guildgate enters the battlefield tapped.
{T}: Add {B} or {R}.","Land — Gate","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457399&type=card","RNA","Ravnica Allegiance","e3d8dc7c-141c-501c-b235-961363018f10","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Pauper', 'legality': 'Legal'}, {'format': 'Penny', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[{'date': '2013-04-15', 'text': 'The subtype Gate has no special rules significance, but other spells and abilities may refer to it.'}, {'date': '2013-04-15', 'text': 'Gate is not a basic land type.'}]","[]"
"Rakdos Guildgate","normal","","0.0","[]","['B', 'R']","","Land — Gate","[]","['Gate']","['Land']","Common","Rakdos Guildgate enters the battlefield tapped.
{T}: Add {B} or {R}.","""Slip in the back if you don't want to be recognized. Don't worry—we'll make sure you're never found.""
—Judith","Jonas De Ro","256","","","","457400","['e3d8dc7c-141c-501c-b235-961363018f10']","rakdos","","","","","","","['C13', 'C17', 'DGM', 'MM3', 'RNA', 'RTR']","Rakdos Guildgate enters the battlefield tapped.
{T}: Add {B} or {R}.","Land — Gate","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457400&type=card","RNA","Ravnica Allegiance","7b8bf1e4-4342-59bb-8e31-fcf2ab98d57e","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Pauper', 'legality': 'Legal'}, {'format': 'Penny', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[{'date': '2013-04-15', 'text': 'The subtype Gate has no special rules significance, but other spells and abilities may refer to it.'}, {'date': '2013-04-15', 'text': 'Gate is not a basic land type.'}]","[]"
"Simic Guildgate","normal","","0.0","[]","['G', 'U']","","Land — Gate","[]","['Gate']","['Land']","Common","Simic Guildgate enters the battlefield tapped.
{T}: Add {G} or {U}.","""Mystery is beauty. Within the unknown we plumb revelation.""
—Vannifar","Adam Paquette","257","","","","457401","['e3c94167-91be-592f-9962-cdbf1cfea0ea']","simic","","","","","","","['C13', 'C15', 'CMA', 'DGM', 'GTC', 'MM3', 'RNA']","Simic Guildgate enters the battlefield tapped.
{T}: Add {G} or {U}.","Land — Gate","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457401&type=card","RNA","Ravnica Allegiance","e8b05f08-5ef0-5bdb-b408-8b7493a7d0e2","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Pauper', 'legality': 'Legal'}, {'format': 'Penny', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[{'date': '2013-04-15', 'text': 'The subtype Gate has no special rules significance, but other spells and abilities may refer to it.'}, {'date': '2013-04-15', 'text': 'Gate is not a basic land type.'}]","[]"
"Simic Guildgate","normal","","0.0","[]","['G', 'U']","","Land — Gate","[]","['Gate']","['Land']","Common","Simic Guildgate enters the battlefield tapped.
{T}: Add {G} or {U}.","""When the Prime Speaker goes too far, I will be here in the safety of the deeps to correct her.""
—Zegana","Adam Paquette","258","","","","457402","['e8b05f08-5ef0-5bdb-b408-8b7493a7d0e2']","simic","","","","","","","['C13', 'C15', 'CMA', 'DGM', 'GTC', 'MM3', 'RNA']","Simic Guildgate enters the battlefield tapped.
{T}: Add {G} or {U}.","Land — Gate","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457402&type=card","RNA","Ravnica Allegiance","e3c94167-91be-592f-9962-cdbf1cfea0ea","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Pauper', 'legality': 'Legal'}, {'format': 'Penny', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[{'date': '2013-04-15', 'text': 'The subtype Gate has no special rules significance, but other spells and abilities may refer to it.'}, {'date': '2013-04-15', 'text': 'Gate is not a basic land type.'}]","[]"
"Stomping Ground","normal","","0.0","[]","['G', 'R']","","Land — Mountain Forest","[]","['Mountain', 'Forest']","['Land']","Rare","({T}: Add {R} or {G}.)
As Stomping Ground enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.","""What we begin, the End-Raze will finish. Then we will dance in Ravnica's rubble.""
—Nikya of the Old Ways","James Paick","259","","","","457403","","gruul","","","","","","","['EXP', 'GPT', 'GTC', 'RNA']","({T}: Add {R} or {G}.)
As Stomping Ground enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.","Land — Mountain Forest","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457403&type=card","RNA","Ravnica Allegiance","c865da9b-e7ee-5ef6-a2fe-134261fdddc3","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[{'date': '2018-10-05', 'text': 'Unlike most dual lands, this land has two basic land types. It’s not basic, so cards such as District Guide can’t find it, but it does have the appropriate land types for effects such as that of Drowned Catacomb (from the Ixalan set).'}, {'date': '2018-10-05', 'text': 'If an effect puts this land onto the battlefield tapped, you may pay 2 life, but it still enters tapped.'}]","[]"
"Plains","normal","","0.0","[]","['W']","","Basic Land — Plains","['Basic']","['Plains']","['Land']","Common","({T}: Add {W}.)","","Titus Lunter","260","","","","459994","","","","","","","","True","['AKH', 'AVR', 'BBD', 'BFZ', 'C13', 'C14', 'C15', 'C16', 'C17', 'C18', 'CM2', 'CMA', 'DDK', 'DDL', 'DDN', 'DDO', 'DDP', 'DDQ', 'DOM', 'DTK', 'DVD', 'E01', 'FRF', 'GK1', 'GK2', 'GNT', 'GRN', 'GS1', 'HOU', 'J14', 'KLD', 'KTK', 'M13', 'M14', 'M15', 'M19', 'MD1', 'ORI', 'PC2', 'PCA', 'PDGM', 'PF19', 'PGP17', 'PRM', 'PRW2', 'PRWK', 'PSS2', 'PSS3', 'PZ2', 'RIX', 'RNA', 'RTR', 'SOI', 'THS', 'TPR', 'UST', 'XLN']","W","Basic Land — Plains","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=459994&type=card","RNA","Ravnica Allegiance","6a01d7e5-a953-5f1b-ac8c-3e19dfb77fef","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Brawl', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Frontier', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Pauper', 'legality': 'Legal'}, {'format': 'Penny', 'legality': 'Legal'}, {'format': 'Standard', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[]","[]"
"Island","normal","","0.0","[]","['U']","","Basic Land — Island","['Basic']","['Island']","['Land']","Common","({T}: Add {U}.)","","Eytan Zana","261","","","","459995","","","","","","","","True","['AKH', 'BBD', 'BFZ', 'C13', 'C14', 'C15', 'C16', 'C17', 'C18', 'CM2', 'CMA', 'DDJ', 'DDM', 'DDN', 'DDO', 'DDQ', 'DDS', 'DDT', 'DDU', 'DOM', 'DTK', 'E01', 'FRF', 'GK1', 'GK2', 'GNT', 'GRN', 'GS1', 'HOU', 'J14', 'JVC', 'KLD', 'KTK', 'M13', 'M14', 'M15', 'M19', 'ORI', 'PC2', 'PCA', 'PF19', 'PGP17', 'PRM', 'PRW2', 'PRWK', 'PSS2', 'PSS3', 'PZ2', 'RIX', 'RNA', 'RTR', 'SOI', 'THS', 'TPR', 'UST', 'XLN']","U","Basic Land — Island","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=459995&type=card","RNA","Ravnica Allegiance","a94a7051-b239-5965-b0ab-e20b567aa1fb","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Brawl', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Frontier', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Pauper', 'legality': 'Legal'}, {'format': 'Penny', 'legality': 'Legal'}, {'format': 'Standard', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[]","[]"
"Swamp","normal","","0.0","[]","['B']","","Basic Land — Swamp","['Basic']","['Swamp']","['Land']","Common","({T}: Add {B}.)","","Adam Paquette","262","","","","459996","","","","","","","","True","['AKH', 'BBD', 'BFZ', 'C13', 'C14', 'C15', 'C16', 'C17', 'C18', 'CM2', 'CMA', 'DDJ', 'DDK', 'DDM', 'DDN', 'DDP', 'DDQ', 'DDR', 'DOM', 'DTK', 'DVD', 'E01', 'FRF', 'GK1', 'GK2', 'GNT', 'GRN', 'GVL', 'HOU', 'J14', 'KLD', 'KTK', 'M13', 'M14', 'M15', 'M19', 'MD1', 'ORI', 'PCA', 'PF19', 'PGP17', 'PRM', 'PRW2', 'PRWK', 'PSS2', 'PSS3', 'RIX', 'RNA', 'RTR', 'SOI', 'THS', 'TPR', 'UST', 'XLN']","B","Basic Land — Swamp","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=459996&type=card","RNA","Ravnica Allegiance","37d8f69a-7656-5696-bd4c-ce1612699225","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Brawl', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Frontier', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Pauper', 'legality': 'Legal'}, {'format': 'Penny', 'legality': 'Legal'}, {'format': 'Standard', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[]","[]"
"Mountain","normal","","0.0","[]","['R']","","Basic Land — Mountain","['Basic']","['Mountain']","['Land']","Common","({T}: Add {R}.)","","Jonas De Ro","263","","","","459997","","","","","","","","True","['AKH', 'BBD', 'BFZ', 'C13', 'C14', 'C15', 'C16', 'C17', 'C18', 'CM2', 'CMA', 'DDJ', 'DDK', 'DDL', 'DDN', 'DDP', 'DDS', 'DDT', 'DDU', 'DOM', 'DTK', 'E01', 'EVG', 'FRF', 'GK1', 'GK2', 'GNT', 'GRN', 'GS1', 'HOU', 'J14', 'JVC', 'KLD', 'KTK', 'M13', 'M14', 'M15', 'M19', 'ORI', 'PCA', 'PF19', 'PGP17', 'PRM', 'PRW2', 'PRWK', 'PSS2', 'PSS3', 'PZ2', 'RIX', 'RNA', 'RTR', 'SOI', 'THS', 'TPR', 'UST', 'XLN']","R","Basic Land — Mountain","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=459997&type=card","RNA","Ravnica Allegiance","4c814095-2723-5c6d-b4c0-aa2c86cb8926","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Brawl', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Frontier', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Pauper', 'legality': 'Legal'}, {'format': 'Penny', 'legality': 'Legal'}, {'format': 'Standard', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[]","[]"
"Forest","normal","","0.0","[]","['G']","","Basic Land — Forest","['Basic']","['Forest']","['Land']","Common","({T}: Add {G}.)","","Eytan Zana","264","","","","459998","","","","","","","","True","['AKH', 'BBD', 'BFZ', 'C13', 'C14', 'C15', 'C16', 'C17', 'C18', 'CM2', 'CMA', 'DDL', 'DDM', 'DDO', 'DDP', 'DDR', 'DDS', 'DDU', 'DOM', 'DTK', 'E01', 'EVG', 'FRF', 'GK1', 'GK2', 'GNT', 'GRN', 'GS1', 'GVL', 'HOU', 'J14', 'KLD', 'KTK', 'M14', 'M15', 'M19', 'ORI', 'PCA', 'PF19', 'PGP17', 'PRM', 'PRW2', 'PRWK', 'PSS2', 'PSS3', 'PZ2', 'RIX', 'RNA', 'RTR', 'SOI', 'THS', 'TPR', 'UST', 'XLN']","G","Basic Land — Forest","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=459998&type=card","RNA","Ravnica Allegiance","4e138289-be7d-5fca-b571-acaf3438565f","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Brawl', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Frontier', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Pauper', 'legality': 'Legal'}, {'format': 'Penny', 'legality': 'Legal'}, {'format': 'Standard', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[]","[]"
"Dovin, Architect of Law","normal","{4}{W}{U}","6.0","['Blue', 'White']","['U', 'W']","","Legendary Planeswalker — Dovin","['Legendary']","['Dovin']","['Planeswalker']","Mythic","+1: You gain 2 life and draw a card.
−1: Tap target creature. It doesn't untap during its controller's next untap step.
−9: Tap all permanents target opponent controls. That player skips their next untap step.","","Kieran Yanner","265","","","5","459999","","","","","","","","True","['RNA']","+1: You gain 2 life and draw a card.
−1: Tap target creature. It doesn't untap during its controller's next untap step.
−9: Tap all permanents target opponent controls. That player skips their next untap step.","Legendary Planeswalker — Dovin","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=459999&type=card","RNA","Ravnica Allegiance","e219df5b-a9b1-58a1-9ccf-83c6c26b2f4c","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'Dovin’s second ability can target a creature that’s already tapped. That creature won’t untap during its controller’s next untap step.'}, {'date': '2019-01-25', 'text': 'In a Two-Headed Giant game, if a player is instructed to skip their next untap step, the entire team skips that step.'}]","[]"
"Elite Arrester","normal","{W}","1.0","['White']","['U', 'W']","","Creature — Human Soldier","[]","['Human', 'Soldier']","['Creature']","Common","{1}{U}, {T}: Tap target creature.","""Hold it! I need to see your papers.""","Randy Vargas","266","0","3","","460000","","azorius","","","","","","True","['RNA']","{1}{U}, {T}: Tap target creature.","Creature — Human Soldier","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=460000&type=card","RNA","Ravnica Allegiance","bf1bbcdc-c6b9-59e2-9482-5bd856886de1","[{'format': 'Future', 'legality': 'Legal'}]","[]","[]"
"Dovin's Dismissal","normal","{2}{W}{U}","4.0","['Blue', 'White']","['U', 'W']","","Instant","[]","[]","['Instant']","Rare","Put up to one target tapped creature on top of its owner's library. You may search your library and/or graveyard for a card named Dovin, Architect of Law, reveal it, and put it into your hand. If you search your library this way, shuffle it.","""We're finished here.""","Kieran Yanner","267","","","","460001","","azorius","","","","","","True","['RNA']","Put up to one target tapped creature on top of its owner's library. You may search your library and/or graveyard for a card named Dovin, Architect of Law, reveal it, and put it into your hand. If you search your library this way, shuffle it.","Instant","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=460001&type=card","RNA","Ravnica Allegiance","1c855653-302c-55ee-8135-8098fe685aa4","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'If you choose a target tapped creature and it becomes an illegal target for Dovin’s Dismissal, the spell doesn’t resolve. You don’t search for Dovin.'}]","[]"
